# -----------------------------------------------------------------------
# Copyright (c) 2019 SAP SE or an SAP affiliate company. All rights reserved.
# -----------------------------------------------------------------------
47003000_26,3
89650000_70,3
3881063,3
61009000_52,2
47591000_1,2
52561000_18,3
65016000_66,1
38021000_29,2
65016000_58,2
26038000_25,1
47003000_21,3
88117000_2,1
72399000_56,2
47591000_29,2
49042001_54,3
38021000_34,3
86515000_45,1
86515000_34,2
89649000_29,1
40008000_7,2
321654DD_46,3
52652000_108,2
26038000_26,3
47591000_21,3
26038000_14,2
47003000_27,1
49042001_60,3
38021000_51,1
33032000_35,2
50500000_21,2
47592000_46,2
3755225,1
95567000_46,2
49042000_28,2
88117000_10,3
40008000_17,2
65016000_74,2
4567188,3
3879438,1
321654DD_31,2
40008000_11,1
53359000_49,1
65016000_82,3
95567000_43,1
3881065,1
47592000_39,1
88117000_15,3
49042000_32,1
49042001_67,1
38021000_47,2
72399000_63,1
89649000_34,1
26038000_8,1
5888798,1
321654DD_34,3
4567176,3
47003000_35,2
95553000_39,2
88117000_4,2
49042000_20,2
47592000_59,3
3881389,3
3857731,1
3881035,1
52652000_82,3
3755204,3
3880520,2
89649000_10,2
72399000_66,1
3887493,1
65016000_68,3
33032000_38,1
61009000_35,3
2116266,2
61096000_26,2
95553000_64,1
49042001_66,1
26388000_13,2
40008000_27,2
2116277,2
88117000_5,1
3778922,1
89649000_20,2
33034000_59,3
33031000_24,3
38021000_46,1
321654DD_30,1
33031000_12,1
38021000_42,1
95567000_57,3
61009000_31,3
33032000_32,3
72399000_62,1
2116274,3
33032000_30,2
47591000_15,1
95553000_62,2
321654DD_43,2
52561000_16,3
53359000_41,3
321654DD_45,2
61096000_23,1
65016000_75,3
89650000_62,1
86515000_47,3
50501000_38,1
88117000_7,1
61009000_42,3
95567000_56,1
49042000_35,2
26038000_15,1
321654DD_29,3
3774129,1
3794509,2
49042000_30,2
3592865,3
61009000_39,2
321654DD_4,2
52652000_89,3
61009000_61,3
61096000_16,2
3881018,1
3788616,3
72399000_64,3
50500000_23,1
86515000_33,1
321654DD_32,2
61009000_48,1
49042001_65,2
88117000_20,2
33032000_45,1
95553000_54,3
33034000_83,3
52652000_90,3
3881021,1
3881076,1
65016000_73,3
40008000_20,3
89650000_46,3
3887530,3
49042001_63,3
33034000_76,3
26388000_7,3
89650000_54,1
3778928,2
49042001_43,1
49042000_3,3
33031000_23,2
61096000_24,3
52652000_83,2
3887477,1
95567000_49,3
89650000_42,1
61009000_57,3
3778927,3
89650000_51,2
89649000_35,3
95567000_60,3
321654DD_8,1
3879445,3
3887125,3
3881023,3
40008000_14,2
47591000_28,1
89649000_30,1
3879448,3
2217258,3
95553000_67,3
47003000_10,1
49042001_40,3
33034000_78,2
33032000_42,2
72399000_70,3
3887506,3
26038000_27,3
89650000_39,3
3923111,3
50501000_55,1
3920606,3
321654DD_9,1
33034000_80,2
61096000_9,3
33034000_75,3
26388000_21,1
50500000_20,1
95553000_43,1
26038000_23,3
3887491,3
3887123,1
61096000_27,2
47592000_37,3
3881027,3
3881043,3
49042001_48,3
38021000_37,3
61096000_25,2
89649000_2,2
3884633,1
89649000_25,2
40008000_25,3
47592000_64,2
61009000_36,3
52652000_74,2
38021000_31,1
52652000_78,1
89650000_60,1
52561000_28,3
47592000_52,3
3881060,3
2116279,2
4567134,2
52561000_34,3
321654DD_13,3
50501000_33,1
3887499,2
52561000_19,2
321654DD_56,1
33031000_27,2
33031000_13,3
49042000_12,1
52561000_11,3
89649000_36,1
4567194,2
3880499,2
40008000_3,3
49042000_34,1
49042000_7,1
61009000_44,2
52652000_96,3
50501000_32,3
65016000_61,2
52652000_99,1
95553000_40,2
50500000_9,1
49042000_21,1
49042001_44,2
40008000_13,3
52652000_102,1
33032000_55,3
72399000_55,2
321654DD_47,2
50500000_22,3
50500000_5,3
89649000_32,3
38021000_35,3
49042001_37,2
61009000_47,3
52652000_95,1
95567000_54,1
47003000_1,1
47591000_26,2
89649000_9,1
321654DD_42,2
26038000_19,2
3942853,2
89650000_64,1
89649000_31,1
33034000_70,1
88117000_23,1
72399000_76,2
47591000_17,3
26388000_6,2
4567183,3
4567192,3
47591000_4,2
52652000_94,2
47003000_28,3
52561000_30,2
50500000_16,2
1128763,1
47003000_34,3
3942829,2
61009000_37,3
49042001_62,2
49042001_46,1
50500000_11,1
47003000_6,2
33031000_20,1
49042001_38,2
321654DD_48,1
95553000_53,1
86515000_51,2
26388000_19,2
3887131,2
3881066,2
3881075,2
3755218,2
3942823,1
52561000_4,1
3865614,3
61096000_6,1
72399000_74,2
49042000_13,2
33031000_5,1
3879443,3
65016000_80,2
26038000_3,2
49042000_33,1
47591000_8,2
3793710,2
33032000_41,1
4567185,1
50501000_40,3
3864748,2
3793707,1
33034000_81,1
3942767,1
38021000_55,1
88117000_8,3
72399000_72,3
86515000_46,2
2116282,2
61096000_5,1
49042001_39,3
6100520,3
95567000_62,2
61096000_13,1
61096000_22,3
50501000_31,3
49042001_68,3
52561000_22,3
52652000_91,1
49042001_70,1
26038000_9,2
65016000_63,3
89650000_69,1
52652000_84,2
4567180,3
88117000_24,3
52561000_27,1
3887126,3
49042000_19,2
3788619,1
47591000_19,3
33031000_3,1
321654DD_27,1
321654DD_19,1
33031000_14,3
321654DD_22,2
3923110,3
72399000_77,3
86515000_43,3
53359000_33,2
3887124,2
52561000_9,3
26388000_18,1
49042000_9,2
52561000_26,3
53359000_51,3
50500000_2,1
49042000_18,3
89650000_59,3
49042000_25,1
72399000_59,3
26388000_10,2
52652000_81,3
47591000_22,1
4567190,2
33031000_25,3
89650000_48,1
38021000_48,2
47003000_36,1
33032000_48,1
49042000_38,1
53359000_31,1
89650000_37,1
26038000_22,2
53359000_35,1
52652000_77,1
3881029,1
89650000_43,3
33032000_56,3
89649000_28,3
47592000_63,3
61009000_33,1
3942841,1
88117000_25,3
38021000_50,3
3881033,3
33031000_28,1
49042001_41,1
4567130,2
33034000_69,3
40008000_19,1
26038000_20,2
47592000_61,2
89649000_18,2
26388000_23,2
33032000_44,3
61096000_28,3
61009000_49,2
3791317,3
89650000_56,2
50501000_56,1
72399000_69,1
3880598,3
65016000_72,2
3881017,1
53359000_47,2
47591000_18,1
49042000_2,1
33034000_72,1
47592000_68,2
40008000_5,2
33034000_62,2
33034000_67,2
3920608,2
52652000_76,3
4567189,1
52652000_75,2
72399000_68,1
95553000_57,3
3774127,3
52561000_7,3
4567193,2
50500000_14,1
38021000_44,3
65016000_78,2
26002000_10,3
33034000_61,3
52561000_6,3
321654DD_54,1
52652000_105,2
4567174,3
3881074,2
53359000_36,1
65016000_71,3
3881339,3
89649000_21,3
53359000_30,3
95567000_53,1
61009000_56,2
72399000_54,2
50501000_37,2
95553000_69,2
47003000_24,1
47591000_10,2
3794619,1
88117000_19,3
3880595,3
49042000_17,1
33031000_18,2
3880502,1
3923098,3
89650000_63,2
49042000_8,3
47592000_56,2
89650000_57,2
47591000_27,3
26388000_4,2
49042001_71,3
47591000_34,1
26038000_17,3
3794609,3
4567162,1
4567131,3
86515000_39,2
26038000_5,2
3881072,2
52561000_1,3
49042000_14,2
89649000_23,3
40008000_4,1
26002000_7,1
3774128,3
86515000_54,3
89650000_55,1
33032000_34,2
3865725,3
3887475,2
26038000_24,3
3887128,2
88117000_3,3
47592000_42,3
321654DD_15,3
50501000_43,1
3778921,2
49042001_58,2
40008000_10,3
61009000_50,3
95553000_59,3
40008000_8,2
3884593,3
50501000_50,2
3788614,2
49042000_31,2
52561000_2,2
40008000_15,1
38021000_54,1
49042001_72,3
89649000_13,2
47592000_65,3
52561000_21,2
321654DD_23,1
95553000_71,2
86515000_41,2
47592000_45,3
3879442,3
61096000_8,1
33032000_40,2
47591000_12,3
47591000_23,2
1128762,3
33031000_4,3
61096000_18,2
3881016,3
3788611,3
321654DD_36,2
33031000_10,3
33031000_7,2
61096000_4,2
89649000_8,1
40008000_21,2
95553000_48,1
95567000_55,3
3921097,2
33031000_16,3
52652000_85,3
50501000_44,1
47591000_16,3
52561000_5,2
33031000_11,2
50500000_15,3
321654DD_38,3
3921093,3
33032000_46,3
33034000_82,2
321654DD_16,1
89650000_53,2
50501000_34,3
47592000_55,2
47592000_72,1
49042001_47,3
52561000_13,2
53359000_46,2
61096000_19,1
95553000_52,1
3865362,3
321654DD_1,1
50501000_41,2
3881040,2
50500000_18,3
86515000_31,2
3881038,1
26002000_11,2
49042000_36,3
61009000_60,3
4567163,3
3857733,2
50501000_36,1
52561000_20,2
95553000_38,2
86515000_32,1
52652000_107,1
47591000_24,1
38021000_40,1
33032000_50,2
95553000_68,3
89649000_5,2
50501000_46,2
3884646,3
3715400,1
50501000_35,1
38021000_39,2
49042001_56,3
26388000_20,3
3879435,2
38021000_41,3
49042000_6,3
88117000_16,1
89649000_7,2
86515000_40,2
3778915,3
321654DD_33,2
88117000_17,2
321654DD_39,2
49042001_53,3
86515000_52,2
3756505,1
89649000_1,2
3879437,1
3879447,3
26002000_6,3
89650000_40,2
4567167,1
47003000_18,3
26038000_4,2
47592000_44,1
61009000_54,1
49042000_27,1
3879440,1
321654DD_44,2
50500000_17,2
4567165,1
61009000_63,2
4567173,1
95567000_38,3
3758751,3
53359000_34,2
3794615,2
89650000_49,2
52561000_33,3
4567196,2
3887483,2
47592000_43,3
321654DD_21,3
47003000_13,2
72399000_58,3
321654DD_40,3
26388000_8,2
47591000_25,2
88117000_13,2
61009000_46,1
47591000_33,1
50501000_54,3
50500000_7,3
40008000_28,1
49042000_22,3
89649000_17,2
52652000_92,3
52561000_36,2
3755205,2
33032000_37,2
50501000_29,2
47592000_53,3
89649000_33,3
321654DD_35,3
89650000_65,2
89649000_11,3
50500000_19,1
52561000_15,1
26002000_13,3
321654DD_49,1
33034000_66,2
3922855,1
89649000_22,3
49042000_26,3
47591000_11,1
95567000_52,1
72399000_71,3
47591000_6,2
40008000_6,3
88117000_18,2
61009000_58,2
52561000_31,1
86515000_55,2
33034000_68,2
3887127,3
52561000_17,1
47592000_71,1
95553000_42,2
40008000_9,3
3857735,3
33034000_60,2
3793687,2
47592000_70,3
50500000_27,3
321654DD_6,2
47003000_4,1
38021000_56,1
61009000_62,1
4019849,3
95567000_51,1
95553000_41,1
52652000_79,1
88116000_1,3
50500000_13,3
33034000_77,3
53359000_50,3
47592000_66,2
89650000_61,3
47591000_30,3
3778926,2
53359000_40,2
61009000_41,1
26002000_5,1
52652000_103,3
86515000_36,1
321654DD_7,2
49042000_29,3
3774135,3
95567000_37,3
47003000_31,1
33031000_6,1
95567000_64,3
49042001_61,3
47592000_41,1
61096000_21,3
321654DD_52,1
321654DD_5,1
86515000_37,3
72399000_53,2
40008000_2,1
49042000_37,1
26038000_12,2
47592000_49,3
4567179,3
26388000_14,3
65016000_67,1
38021000_36,2
3880525,1
61096000_7,2
47003000_9,3
86515000_44,3
50500000_1,2
321654DD_11,3
321654DD_24,2
95567000_63,1
49042001_57,2
47591000_31,1
4567177,2
47592000_58,1
3879450,2
88117000_12,2
95553000_49,1
38021000_52,3
89649000_26,3
3794514,2
52652000_101,3
95553000_61,3
89649000_6,3
47591000_3,1
2116275,1
3881427,2
61096000_15,2
3881030,2
95567000_41,1
3795253,2
47592000_69,3
86515000_30,1
3921101,1
3774131,3
61009000_40,3
26388000_11,2
47003000_23,2
3865361,3
95567000_44,3
89649000_19,3
47592000_60,3
38021000_49,1
89649000_14,3
26038000_2,3
26388000_2,2
95553000_51,2
33032000_47,2
3884599,1
40008000_18,1
88117000_21,1
3887120,2
50501000_53,2
3755210,3
33034000_65,3
2222485,2
89649000_24,1
89650000_41,1
3881338,3
50501000_39,1
33031000_26,1
3755217,3
52652000_93,3
61009000_51,1
49042000_24,1
2116283,2
72399000_75,3
3881041,1
33031000_15,2
321654DD_59,1
33031000_1,1
33034000_73,3
33032000_51,2
95553000_37,3
72399000_60,1
3883696,3
61096000_1,2
88117000_1,3
49042001_59,2
61009000_53,3
89650000_66,1
40008000_26,1
4598185,1
3755201,3
86515000_56,3
52561000_32,3
50500000_25,1
95567000_50,2
89649000_12,2
47003000_30,1
61009000_30,1
33032000_29,1
26038000_18,2
49042001_55,3
86515000_50,2
26002000_4,1
61009000_55,2
61096000_3,3
3793682,1
53359000_39,2
95567000_61,3
52652000_73,1
61096000_10,3
3755219,3
40008000_22,3
33034000_57,2
49042001_50,3
3884600,3
72399000_73,3
321654DD_2,3
53359000_37,2
95553000_50,1
50501000_51,3
26388000_17,3
52652000_87,3
65016000_69,1
47592000_47,1
47003000_5,3
47003000_29,2
3864534,2
40008000_16,3
50501000_49,3
33031000_19,1
47591000_9,3
61009000_64,2
53359000_28,2
26038000_1,3
3881022,2
52561000_29,2
61096000_2,1
61096000_11,3
3887514,3
321654DD_17,3
89650000_47,2
321654DD_25,3
49042001_45,2
89650000_71,3
3883690,1
49042000_5,3
47003000_8,2
61009000_43,1
26038000_21,2
3864520,3
49042000_10,2
33032000_31,1
89650000_67,2
26038000_6,3
47591000_2,3
50501000_47,3
3881062,3
88117000_9,3
49042001_69,3
3879446,2
3887129,1
95553000_70,1
321654DD_55,3
33031000_2,1
3755212,2
33034000_58,1
53359000_43,2
50501000_52,3
52652000_86,2
38021000_45,2
50501000_42,1
321654DD_18,1
3881414,3
3921095,3
47591000_32,2
47003000_11,2
47592000_62,2
26002000_1,1
65016000_64,2
61009000_45,2
33034000_84,3
95567000_45,3
3788612,3
33032000_36,2
52561000_35,3
3881032,1
49042001_51,1
26002000_14,3
47592000_50,2
33034000_74,3
89650000_72,2
61096000_17,1
61009000_38,1
40008000_12,1
95553000_55,3
3887121,1
38021000_38,1
4567181,2
26038000_11,2
3778919,1
26388000_12,3
65016000_84,3
3756515,2
89649000_16,2
52561000_23,2
49042000_4,3
61096000_14,1
33032000_52,1
26388000_24,3
321654DD_10,3
3791322,1
